Date:;2016-01-13 14:33:19
Firmware Version:;0x0150;0x2500;0x0000;0x0000
ESCON Studio Version:;2.2
Index:;0x3010
Subindex:;0x01
Max. samples:;1024
Recorded samples:;828
Sampling period:;1.870
Time;Analog Input 1
ms;V
0.000;-0.223
1.870;-0.218
3.740;-0.223
5.610;-0.223
7.480;-0.223
9.350;-0.223
11.220;-0.223
13.090;-0.223
14.960;-0.223
16.830;-0.223
18.700;-0.223
20.570;-0.223
22.440;-0.223
24.310;-0.223
26.180;-0.223
28.050;-0.223
29.920;-0.223
31.790;-0.223
33.660;-0.223
35.530;-0.223
37.400;-0.223
39.270;-0.223
41.140;-0.223
43.010;-0.223
44.880;-0.223
46.750;-0.223
48.620;-0.223
50.490;-0.218
52.360;-0.223
54.230;-0.223
56.100;-0.223
57.970;-0.218
59.840;-0.223
61.710;-0.223
63.580;-0.223
65.450;-0.223
67.320;-0.223
69.190;-0.223
71.060;-0.223
72.930;-0.223
74.800;-0.213
76.670;-0.223
78.540;-0.223
80.410;-0.223
82.280;-0.223
84.150;-0.223
86.020;-0.223
87.890;-0.223
89.760;-0.223
91.630;-0.223
93.500;-0.223
95.370;-0.223
97.240;-0.223
99.110;-0.223
100.980;-0.223
102.850;-0.223
104.720;-0.223
106.590;-0.223
108.460;-0.223
110.330;-0.223
112.200;-0.223
114.070;-0.223
115.940;-0.223
117.810;-0.218
119.680;-0.223
121.550;-0.223
123.420;-0.223
125.290;-0.223
127.160;-0.223
129.030;-0.223
130.900;-0.223
132.770;-0.223
134.640;-0.223
136.510;-0.223
138.380;-0.223
140.250;-0.223
142.120;-0.223
143.990;-0.223
145.860;-0.218
147.730;-0.223
149.600;-0.223
151.470;-0.223
153.340;-0.218
155.210;-0.223
157.080;-0.223
158.950;-0.223
160.820;-0.223
162.690;-0.223
164.560;-0.223
166.430;-0.223
168.300;-0.223
170.170;-0.223
172.040;-0.223
173.910;-0.223
175.780;-0.223
177.650;-0.223
179.520;-0.223
181.390;-0.223
183.260;-0.223
185.130;-0.223
187.000;-0.223
188.870;-0.223
190.740;-0.223
192.610;-0.223
194.480;-0.223
196.350;-0.218
198.220;-0.223
200.090;-0.223
201.960;-0.223
203.830;-0.223
205.700;-0.223
207.570;-0.223
209.440;-0.223
211.310;-0.223
213.180;-0.223
215.050;-0.223
216.920;-0.223
218.790;-0.223
220.660;-0.223
222.530;-0.223
224.400;-0.218
226.270;-0.223
228.140;-0.223
230.010;-0.223
231.880;-0.223
233.750;-0.223
235.620;-0.223
237.490;-0.223
239.360;-0.223
241.230;-0.223
243.100;-0.223
244.970;-0.223
246.840;-0.223
248.710;-0.223
250.580;-0.223
252.450;-0.223
254.320;-0.223
256.190;-0.223
258.060;-0.223
259.930;-0.223
261.800;-0.223
263.670;-0.223
265.540;-0.223
267.410;-0.223
269.280;-0.223
271.150;-0.223
273.020;-0.223
274.890;-0.218
276.760;-0.223
278.630;-0.223
280.500;-0.223
282.370;-0.223
284.240;-0.223
286.110;-0.223
287.980;-0.223
289.850;-0.223
291.720;-0.223
293.590;-0.223
295.460;-0.223
297.330;-0.223
299.200;-0.223
301.070;-0.223
302.940;-0.223
304.810;-0.223
306.680;-0.223
308.550;-0.223
310.420;-0.223
312.290;-0.223
314.160;-0.223
316.030;-0.223
317.900;-0.223
319.770;-0.223
321.640;-0.223
323.510;-0.223
325.380;-0.223
327.250;-0.223
329.120;-0.223
330.990;-0.223
332.860;-0.223
334.730;-0.218
336.600;-0.223
338.470;-0.223
340.340;-0.223
342.210;-0.223
344.080;-0.223
345.950;-0.223
347.820;-0.223
349.690;-0.223
351.560;-0.223
353.430;-0.223
355.300;-0.223
357.170;-0.223
359.040;-0.223
360.910;-0.223
362.780;-0.223
364.650;-0.223
366.520;-0.223
368.390;-0.223
370.260;-0.223
372.130;-0.223
374.000;-0.223
375.870;-0.223
377.740;-0.223
379.610;-0.223
381.480;-0.223
383.350;-0.223
385.220;-0.223
387.090;-0.223
388.960;-0.223
390.830;-0.223
392.700;-0.223
394.570;-0.223
396.440;-0.223
398.310;-0.223
400.180;-0.223
402.050;-0.223
403.920;-0.223
405.790;-0.223
407.660;-0.223
409.530;-0.223
411.400;-0.223
413.270;-0.213
415.140;-0.223
417.010;-0.223
418.880;-0.223
420.750;-0.223
422.620;-0.223
424.490;-0.223
426.360;-0.223
428.230;-0.223
430.100;-0.223
431.970;-0.223
433.840;-0.223
435.710;-0.223
437.580;-0.218
439.450;-0.223
441.320;-0.223
443.190;-0.223
445.060;-0.223
446.930;-0.223
448.800;-0.223
450.670;-0.223
452.540;-0.223
454.410;-0.223
456.280;-0.218
458.150;-0.223
460.020;-0.223
461.890;-0.218
463.760;-0.223
465.630;-0.223
467.500;-0.223
469.370;-0.223
471.240;-0.223
473.110;-0.223
474.980;-0.223
476.850;-0.223
478.720;-0.223
480.590;-0.223
482.460;-0.223
484.330;-0.218
486.200;-0.223
488.070;-0.223
489.940;-0.223
491.810;-0.228
493.680;-0.218
495.550;-0.223
497.420;-0.223
499.290;-0.223
501.160;-0.223
503.030;-0.223
504.900;-0.223
506.770;-0.223
508.640;-0.223
510.510;-0.223
512.380;-0.223
514.250;-0.223
516.120;-0.223
517.990;-0.223
519.860;-0.223
521.730;-0.223
523.600;-0.223
525.470;-0.223
527.340;-0.223
529.210;-0.223
531.080;-0.223
532.950;-0.223
534.820;-0.223
536.690;-0.223
538.560;-0.223
540.430;-0.223
542.300;-0.223
544.170;-0.223
546.040;-0.223
547.910;-0.223
549.780;-0.223
551.650;-0.223
553.520;-0.218
555.390;-0.223
557.260;-0.223
559.130;-0.223
561.000;-0.223
562.870;-0.223
564.740;-0.223
566.610;-0.223
568.480;-0.223
570.350;-0.223
572.220;-0.223
574.090;-0.223
575.960;-0.223
577.830;-0.223
579.700;-0.223
581.570;-0.223
583.440;-0.223
585.310;-0.223
587.180;-0.223
589.050;-0.223
590.920;-0.223
592.790;-0.218
594.660;-0.223
596.530;-0.223
598.400;-0.223
600.270;-0.223
602.140;-0.223
604.010;-0.223
605.880;-0.223
607.750;-0.223
609.620;-0.223
611.490;-0.228
613.360;-0.223
615.230;-0.223
617.100;-0.223
618.970;-0.223
620.840;-0.218
622.710;-0.218
624.580;-0.223
626.450;-0.223
628.320;-0.223
630.190;-0.223
632.060;-0.223
633.930;-0.223
635.800;-0.223
637.670;-0.223
639.540;-0.218
641.410;-0.223
643.280;-0.223
645.150;-0.223
647.020;-0.223
648.890;-0.223
650.760;-0.223
652.630;-0.223
654.500;-0.223
656.370;-0.223
658.240;-0.223
660.110;-0.223
661.980;-0.223
663.850;-0.223
665.720;-0.223
667.590;-0.223
669.460;-0.223
671.330;-0.223
673.200;-0.223
675.070;-0.223
676.940;-0.223
678.810;-0.223
680.680;-0.223
682.550;-0.223
684.420;-0.223
686.290;-0.223
688.160;-0.223
690.030;-0.218
691.900;-0.223
693.770;-0.223
695.640;-0.223
697.510;-0.223
699.380;-0.223
701.250;-0.223
703.120;-0.223
704.990;-0.223
706.860;-0.223
708.730;-0.218
710.600;-0.218
712.470;-0.223
714.340;-0.223
716.210;-0.213
718.080;-0.223
719.950;-0.223
721.820;-0.223
723.690;-0.223
725.560;-0.223
727.430;-0.223
729.300;-0.218
731.170;-0.228
733.040;-0.223
734.910;-0.223
736.780;-0.223
738.650;-0.223
740.520;-0.223
742.390;-0.223
744.260;-0.223
746.130;-0.228
748.000;-0.223
749.870;-0.223
751.740;-0.218
753.610;-0.223
755.480;-0.223
757.350;-0.223
759.220;-0.223
761.090;-0.223
762.960;-0.223
764.830;-0.223
766.700;-0.223
768.570;-0.223
770.440;-0.223
772.310;-0.223
774.180;-0.223
776.050;-0.223
777.920;-0.223
779.790;-0.223
781.660;-0.223
783.530;-0.223
785.400;-0.223
787.270;-0.223
789.140;-0.223
791.010;-0.223
792.880;-0.223
794.750;-0.223
796.620;-0.223
798.490;-0.223
800.360;-0.223
802.230;-0.223
804.100;-0.223
805.970;-0.223
807.840;-0.223
809.710;-0.223
811.580;-0.223
813.450;-0.223
815.320;-0.223
817.190;-0.223
819.060;-0.223
820.930;-0.223
822.800;-0.223
824.670;-0.223
826.540;-0.223
828.410;-0.223
830.280;-0.223
832.150;-0.223
834.020;-0.223
835.890;-0.223
837.760;-0.223
839.630;-0.223
841.500;-0.223
843.370;-0.223
845.240;-0.218
847.110;-0.223
848.980;-0.223
850.850;-0.223
852.720;-0.223
854.590;-0.223
856.460;-0.223
858.330;-0.223
860.200;-0.218
862.070;-0.223
863.940;-0.223
865.810;-0.223
867.680;-0.223
869.550;-0.223
