Date:;2015-10-10 15:54:57
Firmware Version:;0x0140
Index:;0x3010
Subindex:;0x01
Max. samples:;1024
Recorded samples:;1024
Sampling period:;0.935
Time;Analog Input 1
ms;V
0.000;-10.000
0.935;-10.000
1.870;-10.000
2.805;-10.000
3.740;-10.000
4.675;-10.000
5.610;-10.000
6.545;-10.000
7.480;-10.000
8.415;-10.000
9.350;-10.000
10.285;-10.000
11.220;-10.000
12.155;-10.000
13.090;-10.000
14.025;-10.000
14.960;-10.000
15.895;-10.000
16.830;-10.000
17.765;-10.000
18.700;-10.000
19.635;-10.000
20.570;-10.000
21.505;-10.000
22.440;-10.000
23.375;-10.000
24.310;-10.000
25.245;-10.000
26.180;-10.000
27.115;-10.000
28.050;-10.000
28.985;-10.000
29.920;-10.000
30.855;-10.000
31.790;-10.000
32.725;-10.000
33.660;-10.000
34.595;-10.000
35.530;-10.000
36.465;-10.000
37.400;-10.000
38.335;-10.000
39.270;-10.000
40.205;-10.000
41.140;-10.000
42.075;-10.000
43.010;-10.000
43.945;-10.000
44.880;-10.000
45.815;-10.000
46.750;-10.000
47.685;-10.000
48.620;-10.000
49.555;-10.000
50.490;-10.000
51.425;-10.000
52.360;-10.000
53.295;-10.000
54.230;-10.000
55.165;-10.000
56.100;-10.000
57.035;-10.000
57.970;-10.000
58.905;-10.000
59.840;-10.000
60.775;-10.000
61.710;-10.000
62.645;-10.000
63.580;-10.000
64.515;-10.000
65.450;-10.000
66.385;-10.000
67.320;-10.000
68.255;-10.000
69.190;-10.000
70.125;-10.000
71.060;-10.000
71.995;-10.000
72.930;-10.000
73.865;-10.000
74.800;-10.000
75.735;-10.000
76.670;-10.000
77.605;-10.000
78.540;-10.000
79.475;-10.000
80.410;-10.000
81.345;-10.000
82.280;-10.000
83.215;-10.000
84.150;-10.000
85.085;-10.000
86.020;-10.000
86.955;-10.000
87.890;-10.000
88.825;-10.000
89.760;-10.000
90.695;-10.000
91.630;-10.000
92.565;-10.000
93.500;-10.000
94.435;-10.000
95.370;-10.000
96.305;-10.000
97.240;-10.000
98.175;-10.000
99.110;-10.000
100.045;-10.000
100.980;-10.000
101.915;-10.000
102.850;-10.000
103.785;-10.000
104.720;-10.000
105.655;-10.000
106.590;-10.000
107.525;-10.000
108.460;-10.000
109.395;-10.000
110.330;-10.000
111.265;-10.000
112.200;-10.000
113.135;-10.000
114.070;-10.000
115.005;-10.000
115.940;-10.000
116.875;-10.000
117.810;-10.000
118.745;-10.000
119.680;-10.000
120.615;-10.000
121.550;-10.000
122.485;-10.000
123.420;-10.000
124.355;-10.000
125.290;-10.000
126.225;-10.000
127.160;-10.000
128.095;-10.000
129.030;-10.000
129.965;-10.000
130.900;-10.000
131.835;-10.000
132.770;-10.000
133.705;-10.000
134.640;-10.000
135.575;-10.000
136.510;-10.000
137.445;-10.000
138.380;-10.000
139.315;-10.000
140.250;-10.000
141.185;-10.000
142.120;-10.000
143.055;-10.000
143.990;-10.000
144.925;-10.000
145.860;-10.000
146.795;-10.000
147.730;-10.000
148.665;-10.000
149.600;-10.000
150.535;-10.000
151.470;-10.000
152.405;-10.000
153.340;-10.000
154.275;-10.000
155.210;-10.000
156.145;-10.000
157.080;-10.000
158.015;-10.000
158.950;-10.000
159.885;-10.000
160.820;-10.000
161.755;-10.000
162.690;-10.000
163.625;-10.000
164.560;-10.000
165.495;-10.000
166.430;-10.000
167.365;-10.000
168.300;-10.000
169.235;-10.000
170.170;-10.000
171.105;-10.000
172.040;-10.000
172.975;-10.000
173.910;-10.000
174.845;-10.000
175.780;-10.000
176.715;-10.000
177.650;-10.000
178.585;-10.000
179.520;-10.000
180.455;-10.000
181.390;-10.000
182.325;-10.000
183.260;-10.000
184.195;-10.000
185.130;-10.000
186.065;-10.000
187.000;-10.000
187.935;-10.000
188.870;-10.000
189.805;-10.000
190.740;-10.000
191.675;-10.000
192.610;-10.000
193.545;-10.000
194.480;-10.000
195.415;-10.000
196.350;-10.000
197.285;-10.000
198.220;-10.000
199.155;-10.000
200.090;-10.000
201.025;-10.000
201.960;-10.000
202.895;-10.000
203.830;-10.000
204.765;-10.000
205.700;-10.000
206.635;-10.000
207.570;-10.000
