Date:;2015-10-10 16:02:31
Firmware Version:;0x0140;0x2500;0x0000;0x0000
ESCON Studio Version:;2.2
Index:;0x3010
Subindex:;0x01
Max. samples:;1024
Recorded samples:;1024
Sampling period:;0.935
Time;Analog Input 1
ms;V
0.000;3.745
0.935;3.745
1.870;3.745
2.805;3.745
3.740;3.745
4.675;3.745
5.610;3.745
6.545;3.745
7.480;3.745
8.415;3.745
9.350;3.745
10.285;3.745
11.220;3.745
12.155;3.745
13.090;3.745
14.025;3.745
14.960;3.745
15.895;3.745
16.830;3.745
17.765;3.745
18.700;3.745
19.635;3.745
20.570;3.745
21.505;3.745
22.440;3.745
23.375;3.745
24.310;3.751
25.245;3.745
26.180;3.745
27.115;3.745
28.050;3.745
28.985;3.745
29.920;3.745
30.855;3.745
31.790;3.745
32.725;3.745
33.660;3.745
34.595;3.745
35.530;3.745
36.465;3.745
37.400;3.745
38.335;3.745
39.270;3.745
40.205;3.745
41.140;3.745
42.075;3.745
43.010;3.745
43.945;3.745
44.880;3.745
45.815;3.745
46.750;3.745
47.685;3.745
48.620;3.745
49.555;3.745
50.490;3.745
51.425;3.745
52.360;3.745
53.295;3.745
54.230;3.745
55.165;3.745
56.100;3.745
57.035;3.745
57.970;3.745
58.905;3.745
59.840;3.745
60.775;3.745
61.710;3.745
62.645;3.745
63.580;3.751
64.515;3.745
65.450;3.745
66.385;3.745
67.320;3.745
68.255;3.745
69.190;3.745
70.125;3.745
71.060;3.745
71.995;3.745
72.930;3.745
73.865;3.745
74.800;3.745
75.735;3.745
76.670;3.745
77.605;3.745
78.540;3.745
79.475;3.745
80.410;3.745
81.345;3.745
82.280;3.745
83.215;3.745
84.150;3.745
85.085;3.745
86.020;3.745
86.955;3.745
87.890;3.745
88.825;3.745
89.760;3.745
90.695;3.745
91.630;3.745
92.565;3.745
93.500;3.745
94.435;3.745
95.370;3.745
96.305;3.745
97.240;3.745
98.175;3.745
99.110;3.745
100.045;3.745
100.980;3.745
101.915;3.745
102.850;3.745
103.785;3.745
104.720;3.745
105.655;3.745
106.590;3.745
107.525;3.745
108.460;3.745
109.395;3.745
110.330;3.745
111.265;3.745
112.200;3.745
113.135;3.745
114.070;3.745
115.005;3.745
115.940;3.745
116.875;3.745
117.810;3.745
118.745;3.745
119.680;3.745
120.615;3.745
121.550;3.745
122.485;3.745
123.420;3.745
124.355;3.745
125.290;3.745
126.225;3.745
127.160;3.745
128.095;3.745
129.030;3.745
129.965;3.751
130.900;3.745
131.835;3.745
132.770;3.745
133.705;3.745
134.640;3.745
135.575;3.745
136.510;3.745
137.445;3.745
138.380;3.745
139.315;3.745
140.250;3.745
141.185;3.745
142.120;3.745
143.055;3.745
143.990;3.745
144.925;3.745
145.860;3.745
146.795;3.745
147.730;3.745
148.665;3.745
149.600;3.745
150.535;3.745
151.470;3.745
152.405;3.745
153.340;3.745
154.275;3.745
155.210;3.745
156.145;3.745
157.080;3.745
158.015;3.745
158.950;3.745
159.885;3.745
160.820;3.745
161.755;3.745
162.690;3.745
163.625;3.745
164.560;3.745
165.495;3.745
166.430;3.745
167.365;3.745
168.300;3.745
169.235;3.745
170.170;3.745
171.105;3.745
172.040;3.745
172.975;3.745
173.910;3.745
174.845;3.745
175.780;3.745
176.715;3.745
177.650;3.745
178.585;3.745
179.520;3.745
180.455;3.745
181.390;3.745
182.325;3.745
183.260;3.745
184.195;3.745
185.130;3.745
186.065;3.745
187.000;3.745
187.935;3.745
188.870;3.745
189.805;3.745
190.740;3.745
191.675;3.745
192.610;3.745
193.545;3.745
194.480;3.745
195.415;3.751
196.350;3.745
197.285;3.745
198.220;3.745
199.155;3.745
200.090;3.745
201.025;3.751
201.960;3.745
202.895;3.745
203.830;3.745
204.765;3.745
205.700;3.745
206.635;3.745
207.570;3.745
208.505;3.745
209.440;3.751
210.375;3.745
211.310;3.745
212.245;3.745
