Date:;2015-10-18 17:26:26
Firmware Version:;0x0140;0x2600;0x0000;0x0000
ESCON Studio Version:;2.2
Index:;0x3010
Subindex:;0x01
Max. samples:;1024
Recorded samples:;162
Sampling period:;0.935
Time;Analog Input 1
ms;V
0.000;3.700
0.935;3.694
1.870;3.694
2.805;3.694
3.740;3.694
4.675;3.694
5.610;3.694
6.545;3.694
7.480;3.694
8.415;3.694
9.350;3.694
10.285;3.694
11.220;3.694
12.155;3.694
13.090;3.694
14.025;3.694
14.960;3.694
15.895;3.694
16.830;3.694
17.765;3.700
18.700;3.694
19.635;3.694
20.570;3.694
21.505;3.700
22.440;3.694
23.375;3.694
24.310;3.700
25.245;3.694
26.180;3.694
27.115;3.694
28.050;3.700
28.985;3.694
29.920;3.694
30.855;3.694
31.790;3.694
32.725;3.700
33.660;3.694
34.595;3.694
35.530;3.694
36.465;3.694
37.400;3.694
38.335;3.700
39.270;3.694
40.205;3.700
41.140;3.694
42.075;3.694
43.010;3.694
43.945;3.694
44.880;3.694
45.815;3.694
46.750;3.694
47.685;3.694
48.620;3.694
49.555;3.694
50.490;3.694
51.425;3.694
52.360;3.700
53.295;3.694
54.230;3.694
55.165;3.694
56.100;3.694
57.035;3.694
57.970;3.700
58.905;3.694
59.840;3.700
60.775;3.694
61.710;3.694
62.645;3.694
63.580;3.694
64.515;3.694
65.450;3.694
66.385;3.694
67.320;3.694
68.255;3.694
69.190;3.694
70.125;3.700
71.060;3.694
71.995;3.694
72.930;3.700
73.865;3.700
74.800;3.700
75.735;3.700
76.670;3.694
77.605;3.700
78.540;3.694
79.475;3.694
80.410;3.700
81.345;3.700
82.280;3.694
83.215;3.694
84.150;3.700
85.085;3.694
86.020;3.700
86.955;3.694
87.890;3.694
88.825;3.700
89.760;3.694
90.695;3.694
91.630;3.694
92.565;3.694
93.500;3.694
94.435;3.694
95.370;3.700
96.305;3.700
97.240;3.700
98.175;3.694
99.110;3.700
100.045;3.694
100.980;3.694
101.915;3.694
102.850;3.694
103.785;3.694
104.720;3.694
105.655;3.694
106.590;3.694
107.525;3.694
108.460;3.694
109.395;3.700
110.330;3.694
111.265;3.700
112.200;3.694
113.135;3.694
114.070;3.700
115.005;3.694
115.940;3.694
116.875;3.694
117.810;3.700
118.745;3.694
119.680;3.694
120.615;3.694
121.550;3.700
122.485;3.694
123.420;3.694
124.355;3.694
125.290;3.700
126.225;3.694
127.160;3.694
128.095;3.694
129.030;3.694
129.965;3.694
130.900;3.694
131.835;3.694
132.770;3.700
133.705;3.694
134.640;3.694
135.575;3.700
136.510;3.694
137.445;3.694
138.380;3.694
139.315;3.700
140.250;3.700
141.185;3.694
142.120;3.700
143.055;3.700
143.990;3.694
144.925;3.694
145.860;3.694
146.795;3.700
147.730;3.694
148.665;3.694
149.600;3.694
150.535;3.694
