Date:;2015-10-18 17:23:55
Firmware Version:;0x0140;0x2600;0x0000;0x0000
ESCON Studio Version:;2.2
Index:;0x3010
Subindex:;0x01
Max. samples:;1024
Recorded samples:;1024
Sampling period:;0.935
Time;Analog Input 1
ms;V
0.000;-4.120
0.935;-4.120
1.870;-4.108
2.805;-4.120
3.740;-4.114
4.675;-4.120
5.610;-4.114
6.545;-4.114
7.480;-4.120
8.415;-4.114
9.350;-4.114
10.285;-4.114
11.220;-4.120
12.155;-4.114
13.090;-4.114
14.025;-4.114
14.960;-4.114
15.895;-4.114
16.830;-4.114
17.765;-4.114
18.700;-4.114
19.635;-4.114
20.570;-4.120
21.505;-4.114
22.440;-4.114
23.375;-4.120
24.310;-4.114
25.245;-4.120
26.180;-4.114
27.115;-4.114
28.050;-4.120
28.985;-4.114
29.920;-4.114
30.855;-4.114
31.790;-4.114
32.725;-4.120
33.660;-4.114
34.595;-4.114
35.530;-4.120
36.465;-4.114
37.400;-4.114
38.335;-4.114
39.270;-4.120
40.205;-4.114
41.140;-4.114
42.075;-4.120
43.010;-4.114
43.945;-4.114
44.880;-4.114
45.815;-4.114
46.750;-4.114
47.685;-4.114
48.620;-4.114
49.555;-4.114
50.490;-4.120
51.425;-4.114
52.360;-4.114
53.295;-4.114
54.230;-4.120
55.165;-4.114
56.100;-4.114
57.035;-4.120
57.970;-4.114
58.905;-4.114
59.840;-4.120
60.775;-4.114
61.710;-4.114
62.645;-4.114
63.580;-4.114
64.515;-4.114
65.450;-4.114
66.385;-4.114
67.320;-4.114
68.255;-4.120
69.190;-4.114
70.125;-4.108
71.060;-4.120
71.995;-4.120
72.930;-4.114
73.865;-4.114
74.800;-4.114
75.735;-4.120
76.670;-4.120
77.605;-4.114
78.540;-4.114
79.475;-4.114
80.410;-4.120
81.345;-4.114
82.280;-4.114
83.215;-4.114
84.150;-4.120
85.085;-4.114
86.020;-4.114
86.955;-4.114
87.890;-4.120
88.825;-4.114
89.760;-4.114
90.695;-4.114
91.630;-4.120
92.565;-4.114
93.500;-4.114
94.435;-4.120
95.370;-4.114
96.305;-4.120
97.240;-4.114
98.175;-4.114
99.110;-4.114
100.045;-4.120
100.980;-4.114
101.915;-4.120
102.850;-4.114
103.785;-4.120
104.720;-4.114
105.655;-4.114
106.590;-4.114
107.525;-4.114
108.460;-4.114
109.395;-4.114
110.330;-4.114
111.265;-4.120
112.200;-4.114
113.135;-4.114
114.070;-4.114
115.005;-4.114
115.940;-4.114
116.875;-4.114
117.810;-4.120
118.745;-4.114
119.680;-4.114
120.615;-4.114
121.550;-4.120
122.485;-4.120
123.420;-4.114
124.355;-4.114
125.290;-4.114
126.225;-4.114
127.160;-4.120
128.095;-4.114
129.030;-4.114
129.965;-4.114
130.900;-4.114
131.835;-4.114
132.770;-4.114
133.705;-4.114
134.640;-4.114
135.575;-4.114
136.510;-4.114
137.445;-4.114
138.380;-4.114
139.315;-4.114
140.250;-4.114
141.185;-4.114
142.120;-4.114
143.055;-4.114
143.990;-4.120
144.925;-4.114
145.860;-4.114
146.795;-4.114
147.730;-4.114
148.665;-4.114
149.600;-4.114
150.535;-4.114
151.470;-4.114
152.405;-4.120
153.340;-4.114
154.275;-4.114
155.210;-4.114
156.145;-4.114
157.080;-4.120
158.015;-4.120
158.950;-4.120
159.885;-4.120
160.820;-4.114
161.755;-4.114
162.690;-4.114
163.625;-4.120
164.560;-4.114
165.495;-4.114
166.430;-4.114
167.365;-4.120
168.300;-4.120
169.235;-4.120
170.170;-4.114
171.105;-4.114
172.040;-4.114
172.975;-4.120
173.910;-4.120
174.845;-4.120
175.780;-4.114
176.715;-4.114
177.650;-4.120
178.585;-4.114
179.520;-4.114
180.455;-4.120
181.390;-4.114
182.325;-4.120
183.260;-4.120
184.195;-4.114
